chat_row,text_message,Tokens,Adjusted_Tokens,Sentiment,Positive_Count,Negative_Count,Sentiment_TextBlob
475,today was the sad day for my plank. I feel so horrible about it.,"['today', 'sad', 'day', 'plank', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'plank', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
476,today was the negative day for my portion control. I feel so disappointing about it.,"['today', 'negative', 'day', 'portion', 'control', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'portion', 'control', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
477,i excellent my burpees session today!,"['excellent', 'burpees', 'session', 'today', '!']","['excellent', 'burpees', 'session', 'today', '!']",Positive,1,0,Positive
478,today was the bad day for my deadlift. I feel so negative about it.,"['today', 'bad', 'day', 'deadlift', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'deadlift', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
479,today was the hate day for my strength. I feel so sad about it.,"['today', 'hate', 'day', 'strength', '.', 'feel', 'sad', '.']","['today', 'hate', 'day', 'strength', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
480,i fantastic my gym session today! It really made a difference in my pilates!,"['fantastic', 'gym', 'session', 'today', '!', 'really', 'made', 'difference', 'pilates', '!']","['fantastic', 'gym', 'session', 'today', '!', 'really', 'made', 'difference', 'pilates', '!']",Positive,1,0,Positive
481,today was the bad day for my macronutrients. I feel so disappointing about it.,"['today', 'bad', 'day', 'macronutrients', '.', 'feel', 'disappointing', '.']","['today', 'bad', 'day', 'macronutrients', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
482,today was the sad day for my yoga. I feel so poor about it.,"['today', 'sad', 'day', 'yoga', '.', 'feel', 'poor', '.']","['today', 'sad', 'day', 'yoga', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
483,i great my cardiovascular session today! It really made a difference in my weight loss!,"['great', 'cardiovascular', 'session', 'today', '!', 'really', 'made', 'difference', 'weight', 'loss', '!']","['great', 'cardiovascular', 'session', 'today', '!', 'really', 'made', 'difference', 'weight', 'loss', '!']",Positive,1,0,Positive
484,today was the bad day for my fiber. I feel so worst about it.,"['today', 'bad', 'day', 'fiber', '.', 'feel', 'worst', '.']","['today', 'bad', 'day', 'fiber', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
485,today was the sad day for my detox. I feel so horrible about it.,"['today', 'sad', 'day', 'detox', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'detox', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
486,today was the disappointing day for my aerobics. I feel so worst about it.,"['today', 'disappointing', 'day', 'aerobics', '.', 'feel', 'worst', '.']","['today', 'disappointing', 'day', 'aerobics', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
487,today was the negative day for my cycling. I feel so disappointing about it.,"['today', 'negative', 'day', 'cycling', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'cycling', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
488,i amazing my nutrition session today! It really made a difference in my personal trainer!,"['amazing', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']","['amazing', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']",Positive,1,0,Positive
489,i fantastic my Mediterranean diet session today! It really made a difference in my fat loss!,"['fantastic', 'mediterranean', 'diet', 'session', 'today', '!', 'really', 'made', 'difference', 'fat', 'loss', '!']","['fantastic', 'mediterranean', 'diet', 'session', 'today', '!', 'really', 'made', 'difference', 'fat', 'loss', '!']",Positive,1,0,Positive
490,today was the poor day for my performance. I feel so worst about it.,"['today', 'poor', 'day', 'performance', '.', 'feel', 'worst', '.']","['today', 'poor', 'day', 'performance', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
491,today was the sad day for my healthy snacks. I feel so negative about it.,"['today', 'sad', 'day', 'healthy', 'snacks', '.', 'feel', 'negative', '.']","['today', 'sad', 'day', 'healthy', 'snacks', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
492,today was the worst day for my healthy eating. I feel so worst about it.,"['today', 'worst', 'day', 'healthy', 'eating', '.', 'feel', 'worst', '.']","['today', 'worst', 'day', 'healthy', 'eating', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
493,i positive my muscle gain session today! It really made a difference in my exercise!,"['positive', 'muscle', 'gain', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']","['positive', 'muscle', 'gain', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']",Positive,1,0,Positive
494,today was the disappointing day for my nutrition. I feel so poor about it.,"['today', 'disappointing', 'day', 'nutrition', '.', 'feel', 'poor', '.']","['today', 'disappointing', 'day', 'nutrition', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
495,today was the horrible day for my training. I feel so sad about it.,"['today', 'horrible', 'day', 'training', '.', 'feel', 'sad', '.']","['today', 'horrible', 'day', 'training', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
496,today was the worst day for my bodybuilding. I feel so bad about it.,"['today', 'worst', 'day', 'bodybuilding', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'bodybuilding', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
497,today was the negative day for my portion sizes. I feel so sad about it.,"['today', 'negative', 'day', 'portion', 'sizes', '.', 'feel', 'sad', '.']","['today', 'negative', 'day', 'portion', 'sizes', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
498,today was the disappointing day for my bodyweight exercises. I feel so poor about it.,"['today', 'disappointing', 'day', 'bodyweight', 'exercises', '.', 'feel', 'poor', '.']","['today', 'disappointing', 'day', 'bodyweight', 'exercises', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
499,today was the negative day for my exercise. I feel so horrible about it.,"['today', 'negative', 'day', 'exercise', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'exercise', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
500,today was the hate day for my vegetarian. I feel so negative about it.,"['today', 'hate', 'day', 'vegetarian', '.', 'feel', 'negative', '.']","['today', 'hate', 'day', 'vegetarian', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
501,i good my fats session today! It really made a difference in my running!,"['good', 'fats', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']","['good', 'fats', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']",Positive,1,0,Positive
502,today was the disappointing day for my minerals. I feel so disappointing about it.,"['today', 'disappointing', 'day', 'minerals', '.', 'feel', 'disappointing', '.']","['today', 'disappointing', 'day', 'minerals', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
503,i excellent my fiber session today! It really made a difference in my fit!,"['excellent', 'fiber', 'session', 'today', '!', 'really', 'made', 'difference', 'fit', '!']","['excellent', 'fiber', 'session', 'today', '!', 'really', 'made', 'difference', 'fit', '!']",Positive,1,0,Positive
504,i great my calisthenics session today!,"['great', 'calisthenics', 'session', 'today', '!']","['great', 'calisthenics', 'session', 'today', '!']",Positive,1,0,Positive
505,today was the hate day for my powerlifting. I feel so sad about it.,"['today', 'hate', 'day', 'powerlifting', '.', 'feel', 'sad', '.']","['today', 'hate', 'day', 'powerlifting', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
506,i amazing my exercise session today! It really made a difference in my stamina!,"['amazing', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'stamina', '!']","['amazing', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'stamina', '!']",Positive,1,0,Positive
507,i excellent my resistance training session today!,"['excellent', 'resistance', 'training', 'session', 'today', '!']","['excellent', 'resistance', 'training', 'session', 'today', '!']",Positive,1,0,Positive
508,i amazing my high-protein session today! It really made a difference in my training!,"['amazing', 'high-protein', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']","['amazing', 'high-protein', 'session', 'today', '!', 'really', 'made', 'difference', 'training', '!']",Positive,1,0,Positive
509,i love my superfoods session today!,"['love', 'superfoods', 'session', 'today', '!']","['love', 'superfoods', 'session', 'today', '!']",Positive,1,0,Positive
510,today was the poor day for my water intake. I feel so poor about it.,"['today', 'poor', 'day', 'water', 'intake', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'water', 'intake', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
511,today was the bad day for my weight loss. I feel so disappointing about it.,"['today', 'bad', 'day', 'weight', 'loss', '.', 'feel', 'disappointing', '.']","['today', 'bad', 'day', 'weight', 'loss', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
512,today was the worst day for my fitness goals. I feel so poor about it.,"['today', 'worst', 'day', 'fitness', 'goals', '.', 'feel', 'poor', '.']","['today', 'worst', 'day', 'fitness', 'goals', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
513,today was the poor day for my yoga. I feel so hate about it.,"['today', 'poor', 'day', 'yoga', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'yoga', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
514,today was the disappointing day for my recovery. I feel so hate about it.,"['today', 'disappointing', 'day', 'recovery', '.', 'feel', 'hate', '.']","['today', 'disappointing', 'day', 'recovery', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
515,i good my sports session today! It really made a difference in my deadlift!,"['good', 'sports', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']","['good', 'sports', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']",Positive,1,0,Positive
516,today was the bad day for my squat. I feel so negative about it.,"['today', 'bad', 'day', 'squat', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'squat', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
517,i excellent my yoga session today! It really made a difference in my cardiovascular!,"['excellent', 'yoga', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']","['excellent', 'yoga', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']",Positive,1,0,Positive
518,i positive my muscle gain session today! It really made a difference in my personal trainer!,"['positive', 'muscle', 'gain', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']","['positive', 'muscle', 'gain', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']",Positive,1,0,Positive
519,i amazing my bodyweight exercises session today! It really made a difference in my stretching!,"['amazing', 'bodyweight', 'exercises', 'session', 'today', '!', 'really', 'made', 'difference', 'stretching', '!']","['amazing', 'bodyweight', 'exercises', 'session', 'today', '!', 'really', 'made', 'difference', 'stretching', '!']",Positive,1,0,Positive
520,today was the horrible day for my workout. I feel so worst about it.,"['today', 'horrible', 'day', 'workout', '.', 'feel', 'worst', '.']","['today', 'horrible', 'day', 'workout', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
521,i happy my meal plan session today!,"['happy', 'meal', 'plan', 'session', 'today', '!']","['happy', 'meal', 'plan', 'session', 'today', '!']",Positive,1,0,Positive
522,i great my exercise session today! It really made a difference in my stretching!,"['great', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'stretching', '!']","['great', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'stretching', '!']",Positive,1,0,Positive
523,i love my portion control session today!,"['love', 'portion', 'control', 'session', 'today', '!']","['love', 'portion', 'control', 'session', 'today', '!']",Positive,1,0,Positive
524,i fantastic my stretching session today! It really made a difference in my fit!,"['fantastic', 'stretching', 'session', 'today', '!', 'really', 'made', 'difference', 'fit', '!']","['fantastic', 'stretching', 'session', 'today', '!', 'really', 'made', 'difference', 'fit', '!']",Positive,1,0,Positive
525,today was the negative day for my paleo. I feel so horrible about it.,"['today', 'negative', 'day', 'paleo', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'paleo', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
526,today was the sad day for my flexibility. I feel so bad about it.,"['today', 'sad', 'day', 'flexibility', '.', 'feel', 'bad', '.']","['today', 'sad', 'day', 'flexibility', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
527,today was the worst day for my portion sizes. I feel so hate about it.,"['today', 'worst', 'day', 'portion', 'sizes', '.', 'feel', 'hate', '.']","['today', 'worst', 'day', 'portion', 'sizes', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
528,i fantastic my healthy lifestyle session today! It really made a difference in my hiit!,"['fantastic', 'healthy', 'lifestyle', 'session', 'today', '!', 'really', 'made', 'difference', 'hiit', '!']","['fantastic', 'healthy', 'lifestyle', 'session', 'today', '!', 'really', 'made', 'difference', 'hiit', '!']",Positive,1,0,Positive
529,today was the hate day for my strength. I feel so bad about it.,"['today', 'hate', 'day', 'strength', '.', 'feel', 'bad', '.']","['today', 'hate', 'day', 'strength', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
530,i great my calisthenics session today!,"['great', 'calisthenics', 'session', 'today', '!']","['great', 'calisthenics', 'session', 'today', '!']",Positive,1,0,Positive
531,today was the negative day for my water intake. I feel so hate about it.,"['today', 'negative', 'day', 'water', 'intake', '.', 'feel', 'hate', '.']","['today', 'negative', 'day', 'water', 'intake', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
532,i good my powerlifting session today!,"['good', 'powerlifting', 'session', 'today', '!']","['good', 'powerlifting', 'session', 'today', '!']",Positive,1,0,Positive
533,i happy my push-up session today!,"['happy', 'push-up', 'session', 'today', '!']","['happy', 'push-up', 'session', 'today', '!']",Positive,1,0,Positive
534,today was the horrible day for my flexibility. I feel so worst about it.,"['today', 'horrible', 'day', 'flexibility', '.', 'feel', 'worst', '.']","['today', 'horrible', 'day', 'flexibility', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
535,today was the poor day for my meal prep. I feel so poor about it.,"['today', 'poor', 'day', 'meal', 'prep', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'meal', 'prep', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
536,i good my vegetarian session today! It really made a difference in my deadlift!,"['good', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']","['good', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']",Positive,1,0,Positive
537,today was the poor day for my flexibility. I feel so sad about it.,"['today', 'poor', 'day', 'flexibility', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'flexibility', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
538,i excellent my calorie surplus session today!,"['excellent', 'calorie', 'surplus', 'session', 'today', '!']","['excellent', 'calorie', 'surplus', 'session', 'today', '!']",Positive,1,0,Positive
539,i good my gmo-free session today!,"['good', 'gmo-free', 'session', 'today', '!']","['good', 'gmo-free', 'session', 'today', '!']",Positive,1,0,Positive
540,today was the poor day for my processed foods. I feel so sad about it.,"['today', 'poor', 'day', 'processed', 'foods', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'processed', 'foods', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
541,today was the horrible day for my weight loss. I feel so sad about it.,"['today', 'horrible', 'day', 'weight', 'loss', '.', 'feel', 'sad', '.']","['today', 'horrible', 'day', 'weight', 'loss', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
542,today was the bad day for my gmo-free. I feel so sad about it.,"['today', 'bad', 'day', 'gmo-free', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'gmo-free', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
543,today was the sad day for my gym. I feel so disappointing about it.,"['today', 'sad', 'day', 'gym', '.', 'feel', 'disappointing', '.']","['today', 'sad', 'day', 'gym', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
544,today was the negative day for my cardio. I feel so worst about it.,"['today', 'negative', 'day', 'cardio', '.', 'feel', 'worst', '.']","['today', 'negative', 'day', 'cardio', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
545,i positive my strength session today!,"['positive', 'strength', 'session', 'today', '!']","['positive', 'strength', 'session', 'today', '!']",Positive,1,0,Positive
546,today was the disappointing day for my meal prep. I feel so poor about it.,"['today', 'disappointing', 'day', 'meal', 'prep', '.', 'feel', 'poor', '.']","['today', 'disappointing', 'day', 'meal', 'prep', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
547,i amazing my plank session today! It really made a difference in my core!,"['amazing', 'plank', 'session', 'today', '!', 'really', 'made', 'difference', 'core', '!']","['amazing', 'plank', 'session', 'today', '!', 'really', 'made', 'difference', 'core', '!']",Positive,1,0,Positive
548,i amazing my weightlifting session today! It really made a difference in my bodyweight exercises!,"['amazing', 'weightlifting', 'session', 'today', '!', 'really', 'made', 'difference', 'bodyweight', 'exercises', '!']","['amazing', 'weightlifting', 'session', 'today', '!', 'really', 'made', 'difference', 'bodyweight', 'exercises', '!']",Positive,1,0,Positive
549,i amazing my bodyweight exercises session today! It really made a difference in my fitness journey!,"['amazing', 'bodyweight', 'exercises', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'journey', '!']","['amazing', 'bodyweight', 'exercises', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'journey', '!']",Positive,1,0,Positive
550,i love my nutrient-dense session today!,"['love', 'nutrient-dense', 'session', 'today', '!']","['love', 'nutrient-dense', 'session', 'today', '!']",Positive,1,0,Positive
551,today was the hate day for my training. I feel so hate about it.,"['today', 'hate', 'day', 'training', '.', 'feel', 'hate', '.']","['today', 'hate', 'day', 'training', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
552,today was the poor day for my sports. I feel so sad about it.,"['today', 'poor', 'day', 'sports', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'sports', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
553,today was the disappointing day for my gluten-free. I feel so poor about it.,"['today', 'disappointing', 'day', 'gluten-free', '.', 'feel', 'poor', '.']","['today', 'disappointing', 'day', 'gluten-free', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
554,i excellent my weightlifting session today!,"['excellent', 'weightlifting', 'session', 'today', '!']","['excellent', 'weightlifting', 'session', 'today', '!']",Positive,1,0,Positive
555,i excellent my powerlifting session today!,"['excellent', 'powerlifting', 'session', 'today', '!']","['excellent', 'powerlifting', 'session', 'today', '!']",Positive,1,0,Positive
556,today was the negative day for my aerobics. I feel so worst about it.,"['today', 'negative', 'day', 'aerobics', '.', 'feel', 'worst', '.']","['today', 'negative', 'day', 'aerobics', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
557,i fantastic my hydration session today!,"['fantastic', 'hydration', 'session', 'today', '!']","['fantastic', 'hydration', 'session', 'today', '!']",Positive,1,0,Positive
558,today was the poor day for my keto. I feel so disappointing about it.,"['today', 'poor', 'day', 'keto', '.', 'feel', 'disappointing', '.']","['today', 'poor', 'day', 'keto', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
559,today was the disappointing day for my healthy eating. I feel so horrible about it.,"['today', 'disappointing', 'day', 'healthy', 'eating', '.', 'feel', 'horrible', '.']","['today', 'disappointing', 'day', 'healthy', 'eating', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
560,today was the bad day for my keto. I feel so disappointing about it.,"['today', 'bad', 'day', 'keto', '.', 'feel', 'disappointing', '.']","['today', 'bad', 'day', 'keto', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
561,today was the horrible day for my dietary restrictions. I feel so worst about it.,"['today', 'horrible', 'day', 'dietary', 'restrictions', '.', 'feel', 'worst', '.']","['today', 'horrible', 'day', 'dietary', 'restrictions', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
562,today was the disappointing day for my cardiovascular. I feel so negative about it.,"['today', 'disappointing', 'day', 'cardiovascular', '.', 'feel', 'negative', '.']","['today', 'disappointing', 'day', 'cardiovascular', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
563,today was the sad day for my high-protein. I feel so hate about it.,"['today', 'sad', 'day', 'high-protein', '.', 'feel', 'hate', '.']","['today', 'sad', 'day', 'high-protein', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
564,today was the worst day for my push-up. I feel so bad about it.,"['today', 'worst', 'day', 'push-up', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'push-up', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
565,i fantastic my flexibility session today! It really made a difference in my plank!,"['fantastic', 'flexibility', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']","['fantastic', 'flexibility', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']",Positive,1,0,Positive
566,today was the poor day for my strength training. I feel so poor about it.,"['today', 'poor', 'day', 'strength', 'training', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'strength', 'training', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
567,i good my vegetarian session today! It really made a difference in my fat loss!,"['good', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'fat', 'loss', '!']","['good', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'fat', 'loss', '!']",Positive,1,0,Positive
568,today was the bad day for my weight loss. I feel so poor about it.,"['today', 'bad', 'day', 'weight', 'loss', '.', 'feel', 'poor', '.']","['today', 'bad', 'day', 'weight', 'loss', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
569,i fantastic my meal plan session today! It really made a difference in my yoga!,"['fantastic', 'meal', 'plan', 'session', 'today', '!', 'really', 'made', 'difference', 'yoga', '!']","['fantastic', 'meal', 'plan', 'session', 'today', '!', 'really', 'made', 'difference', 'yoga', '!']",Positive,1,0,Positive
570,today was the poor day for my calisthenics. I feel so hate about it.,"['today', 'poor', 'day', 'calisthenics', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'calisthenics', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
571,i positive my hiit session today! It really made a difference in my fitness goals!,"['positive', 'hiit', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']","['positive', 'hiit', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']",Positive,1,0,Positive
572,i positive my squat session today!,"['positive', 'squat', 'session', 'today', '!']","['positive', 'squat', 'session', 'today', '!']",Positive,1,0,Positive
573,i love my balanced diet session today!,"['love', 'balanced', 'diet', 'session', 'today', '!']","['love', 'balanced', 'diet', 'session', 'today', '!']",Positive,1,0,Positive
574,i love my exercise session today! It really made a difference in my muscle!,"['love', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']","['love', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']",Positive,1,0,Positive
575,i amazing my flexibility session today!,"['amazing', 'flexibility', 'session', 'today', '!']","['amazing', 'flexibility', 'session', 'today', '!']",Positive,1,0,Positive
576,today was the bad day for my personal trainer. I feel so negative about it.,"['today', 'bad', 'day', 'personal', 'trainer', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'personal', 'trainer', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
577,today was the sad day for my strength training. I feel so poor about it.,"['today', 'sad', 'day', 'strength', 'training', '.', 'feel', 'poor', '.']","['today', 'sad', 'day', 'strength', 'training', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
578,i amazing my recovery session today!,"['amazing', 'recovery', 'session', 'today', '!']","['amazing', 'recovery', 'session', 'today', '!']",Positive,1,0,Positive
579,today was the worst day for my weight loss. I feel so negative about it.,"['today', 'worst', 'day', 'weight', 'loss', '.', 'feel', 'negative', '.']","['today', 'worst', 'day', 'weight', 'loss', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
580,today was the poor day for my low-sodium. I feel so poor about it.,"['today', 'poor', 'day', 'low-sodium', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'low-sodium', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
581,i positive my muscle gain session today!,"['positive', 'muscle', 'gain', 'session', 'today', '!']","['positive', 'muscle', 'gain', 'session', 'today', '!']",Positive,1,0,Positive
582,today was the worst day for my vegan. I feel so poor about it.,"['today', 'worst', 'day', 'vegan', '.', 'feel', 'poor', '.']","['today', 'worst', 'day', 'vegan', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
583,today was the poor day for my deadlift. I feel so hate about it.,"['today', 'poor', 'day', 'deadlift', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'deadlift', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
584,i fantastic my processed foods session today! It really made a difference in my gym!,"['fantastic', 'processed', 'foods', 'session', 'today', '!', 'really', 'made', 'difference', 'gym', '!']","['fantastic', 'processed', 'foods', 'session', 'today', '!', 'really', 'made', 'difference', 'gym', '!']",Positive,1,0,Positive
585,i excellent my carbohydrates session today! It really made a difference in my running!,"['excellent', 'carbohydrates', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']","['excellent', 'carbohydrates', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']",Positive,1,0,Positive
586,i happy my gym session today! It really made a difference in my exercise!,"['happy', 'gym', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']","['happy', 'gym', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']",Positive,1,0,Positive
587,i fantastic my pilates session today! It really made a difference in my hiit!,"['fantastic', 'pilates', 'session', 'today', '!', 'really', 'made', 'difference', 'hiit', '!']","['fantastic', 'pilates', 'session', 'today', '!', 'really', 'made', 'difference', 'hiit', '!']",Positive,1,0,Positive
588,i love my carbohydrates session today!,"['love', 'carbohydrates', 'session', 'today', '!']","['love', 'carbohydrates', 'session', 'today', '!']",Positive,1,0,Positive
589,i love my sugar-free session today!,"['love', 'sugar-free', 'session', 'today', '!']","['love', 'sugar-free', 'session', 'today', '!']",Positive,1,0,Positive
590,i amazing my micronutrients session today! It really made a difference in my resistance training!,"['amazing', 'micronutrients', 'session', 'today', '!', 'really', 'made', 'difference', 'resistance', 'training', '!']","['amazing', 'micronutrients', 'session', 'today', '!', 'really', 'made', 'difference', 'resistance', 'training', '!']",Positive,1,0,Positive
591,today was the negative day for my vitamins. I feel so hate about it.,"['today', 'negative', 'day', 'vitamins', '.', 'feel', 'hate', '.']","['today', 'negative', 'day', 'vitamins', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
592,i love my stretching session today! It really made a difference in my deadlift!,"['love', 'stretching', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']","['love', 'stretching', 'session', 'today', '!', 'really', 'made', 'difference', 'deadlift', '!']",Positive,1,0,Positive
593,today was the poor day for my personal trainer. I feel so hate about it.,"['today', 'poor', 'day', 'personal', 'trainer', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'personal', 'trainer', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
594,i happy my wellness session today!,"['happy', 'wellness', 'session', 'today', '!']","['happy', 'wellness', 'session', 'today', '!']",Positive,1,0,Positive
595,i good my exercise session today! It really made a difference in my resistance training!,"['good', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'resistance', 'training', '!']","['good', 'exercise', 'session', 'today', '!', 'really', 'made', 'difference', 'resistance', 'training', '!']",Positive,1,0,Positive
596,today was the disappointing day for my active lifestyle. I feel so sad about it.,"['today', 'disappointing', 'day', 'active', 'lifestyle', '.', 'feel', 'sad', '.']","['today', 'disappointing', 'day', 'active', 'lifestyle', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
597,today was the worst day for my nutrition. I feel so bad about it.,"['today', 'worst', 'day', 'nutrition', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'nutrition', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
598,today was the sad day for my Mediterranean diet. I feel so horrible about it.,"['today', 'sad', 'day', 'mediterranean', 'diet', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'mediterranean', 'diet', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
